id,label,keyframes
signer7_sample2264,56,"[36, 40]"
signer7_sample2265,135,"[19, 27, 32, 36]"
signer7_sample2266,33,"[20, 24, 28, 40]"
signer7_sample2267,219,"[24, 28, 32]"
signer7_sample2268,9,"[28, 32]"
signer7_sample2269,167,"[23, 28, 32, 56]"
signer7_sample2270,205,"[20, 29]"
signer7_sample2271,77,"[21, 28, 44, 48, 53]"
signer7_sample2272,25,"[24, 29, 37, 41, 45]"
signer7_sample2273,52,"[21, 25, 29, 33]"
signer7_sample2274,164,"[20, 25]"
signer7_sample2275,40,"[17, 31, 37, 41]"
signer7_sample2276,216,"[22, 26, 30, 34, 38, 43]"
signer7_sample2277,100,"[14, 19, 29, 33]"
signer7_sample2278,47,"[22, 26, 32]"
signer7_sample2279,145,"[20, 24, 33, 37, 41]"
signer7_sample2280,220,"[19, 26, 30, 37, 43]"
signer7_sample2281,28,"[21, 25, 34, 40]"
signer7_sample2282,39,"[20, 26, 30, 38]"
signer7_sample2283,202,"[20, 37, 41]"
signer7_sample2284,48,"[22, 26, 30, 34, 38, 42, 46]"
signer7_sample2285,28,"[20, 24, 38, 42]"
signer7_sample2286,143,"[18, 22, 26, 30, 34, 38]"
signer7_sample2287,132,[38]
signer7_sample2288,27,"[19, 30, 43]"
signer7_sample2289,134,"[23, 27, 31, 35, 39, 43]"
signer7_sample2290,30,"[17, 21, 25, 29]"
signer7_sample2291,100,"[17, 21, 31]"
signer7_sample2292,63,"[26, 31]"
signer7_sample2293,148,[34]
signer7_sample2294,204,"[22, 26]"
signer7_sample2295,1,"[21, 25, 29, 34]"
signer7_sample2296,155,"[26, 32]"
signer7_sample2297,86,"[17, 27]"
signer7_sample2298,161,"[21, 25, 31, 35]"
signer7_sample2299,121,"[18, 22, 26, 30]"
signer7_sample2300,65,"[34, 41]"
signer7_sample2301,1,[14]
signer7_sample2302,91,"[21, 35, 39, 43]"
signer7_sample2303,39,"[29, 34]"
signer7_sample2304,188,"[24, 28, 32, 38]"
signer7_sample2305,21,"[22, 27]"
signer7_sample2306,57,"[23, 37, 41]"
signer7_sample2307,53,"[25, 29, 33, 37, 41]"
signer7_sample2308,119,"[22, 29, 50]"
signer7_sample2309,22,"[17, 24, 32]"
signer7_sample2310,72,"[18, 23, 37]"
signer7_sample2311,32,"[20, 24, 28]"
signer7_sample2312,189,"[17, 25, 30, 34, 39]"
signer7_sample2313,1,"[20, 24, 30]"
signer7_sample2314,162,"[16, 20, 27]"
signer7_sample2315,91,"[18, 28, 32, 36]"
signer7_sample2316,164,"[20, 31, 41, 45]"
signer7_sample2317,188,"[20, 24, 28, 34, 38]"
signer7_sample2318,122,"[18, 23, 27, 33, 37]"
signer7_sample2319,61,"[18, 22, 27, 37, 41]"
signer7_sample2320,24,"[16, 20, 24, 30]"
signer7_sample2321,122,"[17, 24]"
signer7_sample2322,202,"[15, 19, 32]"
signer7_sample2323,130,"[17, 21, 47, 51]"
signer7_sample2324,129,"[28, 35, 39]"
signer7_sample2325,44,"[22, 26, 34, 38, 42, 47]"
signer7_sample2326,46,"[17, 36, 44]"
signer7_sample2327,133,"[17, 21, 26, 35]"
signer7_sample2328,115,"[22, 55]"
signer7_sample2329,217,"[19, 23, 27]"
signer7_sample2330,5,"[23, 28, 35]"
signer7_sample2331,14,"[20, 36, 41]"
signer7_sample2332,156,"[18, 22, 26, 30, 34]"
signer7_sample2333,10,"[21, 26, 36]"
signer7_sample2334,51,"[21, 25, 29, 33]"
signer7_sample2335,17,"[23, 27, 31, 35]"
signer7_sample2336,75,"[20, 24, 31]"
signer7_sample2337,39,"[22, 30, 51]"
signer7_sample2338,182,[38]
signer7_sample2339,27,"[21, 48]"
signer7_sample2340,88,"[21, 29, 33]"
signer7_sample2341,192,"[24, 28, 32]"
signer7_sample2342,199,"[18, 22, 27, 31, 36]"
signer7_sample2343,50,"[25, 37, 42]"
signer7_sample2344,23,"[26, 30, 35]"
signer7_sample2345,35,"[16, 34]"
signer7_sample2346,106,"[20, 27, 33, 38, 42]"
signer7_sample2347,22,"[19, 23, 27, 31]"
signer7_sample2348,130,"[20, 25, 44]"
signer7_sample2349,112,"[23, 27, 31, 35, 41]"
signer7_sample2350,122,"[18, 27, 31, 35]"
signer7_sample2351,0,"[19, 23, 31, 43, 47, 52]"
signer7_sample2352,8,"[22, 28, 32, 37]"
signer7_sample2353,200,"[21, 25, 29, 33, 37]"
signer7_sample2354,141,"[17, 31]"
signer7_sample2355,80,"[17, 26, 31, 35]"
signer7_sample2356,138,"[20, 28, 32, 36]"
signer7_sample2357,172,"[18, 22, 26, 30]"
signer7_sample2358,60,"[22, 26, 30, 38, 42, 46]"
signer7_sample2359,136,"[12, 16, 22, 27, 31, 35, 39]"
signer7_sample2360,54,"[26, 30, 35]"
signer7_sample2361,201,"[21, 25, 41, 53, 61]"
signer7_sample2362,75,"[21, 25, 30, 34]"
signer7_sample2363,67,"[23, 28, 38]"
signer7_sample2364,154,"[19, 23, 27, 31]"
signer7_sample2365,173,"[24, 34]"
signer7_sample2366,219,"[24, 35, 39]"
signer7_sample2367,72,"[17, 26, 35, 39]"
signer7_sample2368,156,"[18, 22, 26, 30, 34, 40]"
signer7_sample2369,156,"[13, 21, 26, 30, 34, 38, 42]"
signer7_sample2370,164,"[18, 22, 29, 43, 47]"
signer7_sample2371,39,[29]
signer7_sample2372,113,[19]
signer7_sample2373,213,[28]
signer7_sample2374,207,"[23, 27, 38, 42, 47]"
signer7_sample2375,203,"[31, 35]"
signer7_sample2376,122,"[15, 26, 31, 35]"
signer7_sample2377,31,"[36, 40, 44]"
signer7_sample2378,13,"[19, 23, 27, 31]"
signer7_sample2379,61,"[21, 28, 37]"
signer7_sample2380,207,"[22, 26, 34, 38]"
signer7_sample2381,27,"[31, 42]"
signer7_sample2382,31,"[37, 41, 45]"
signer7_sample2383,102,"[37, 42]"
signer7_sample2384,26,"[24, 28, 37, 45]"
signer7_sample2385,129,"[20, 24, 30, 35, 40]"
signer7_sample2386,154,"[20, 24, 28]"
signer7_sample2387,193,"[22, 26, 30, 34, 38]"
signer7_sample2388,107,"[25, 29, 36, 41]"
signer7_sample2389,84,"[22, 27, 36]"
signer7_sample2390,42,"[30, 40]"
signer7_sample2391,213,"[20, 31, 35]"
signer7_sample2392,215,"[17, 32, 37, 42]"
signer7_sample2393,109,"[8, 13, 23]"
signer7_sample2394,97,"[19, 23, 30, 35]"
signer7_sample2395,49,"[34, 39]"
signer7_sample2396,182,"[30, 38]"
signer7_sample2397,184,"[19, 23, 27, 34, 38]"
signer7_sample2398,129,"[23, 28, 32, 36, 42, 46]"
signer7_sample2399,220,"[18, 30]"
signer7_sample2400,59,"[20, 27, 36, 43]"
signer7_sample2401,40,"[23, 30, 36, 40]"
signer7_sample2402,173,"[27, 31, 38, 49]"
signer7_sample2403,199,"[19, 23, 27, 31, 35, 39]"
signer7_sample2404,2,"[14, 21, 31, 42]"
signer7_sample2405,146,"[24, 28, 33, 38]"
signer7_sample2406,106,"[21, 27, 33, 39, 46]"
signer7_sample2407,136,"[11, 15, 19, 23, 27, 31]"
signer7_sample2408,219,"[27, 31, 35, 39]"
signer7_sample2409,33,"[20, 39]"
signer7_sample2410,116,"[21, 25, 29, 35, 39, 43]"
signer7_sample2411,38,"[21, 26, 32, 36]"
signer7_sample2412,114,"[18, 23, 28, 34, 40]"
signer7_sample2413,30,"[21, 25, 29, 33]"
signer7_sample2414,26,"[21, 25, 36, 43, 48]"
signer7_sample2415,120,"[20, 25, 31, 35]"
signer7_sample2416,6,"[17, 27, 32]"
signer7_sample2417,53,"[23, 41]"
signer7_sample2418,163,[22]
signer7_sample2419,196,[27]
signer7_sample2420,76,"[21, 25, 29, 36, 40]"
signer7_sample2421,14,"[22, 28, 37]"
signer7_sample2422,205,"[21, 31]"
signer7_sample2423,74,"[27, 31, 56, 60]"
signer7_sample2424,150,"[21, 33, 40]"
signer7_sample2425,101,"[14, 28]"
signer7_sample2426,39,"[34, 41]"
signer7_sample2427,7,"[21, 25, 29, 33]"
signer7_sample2428,91,"[17, 29, 33]"
signer7_sample2429,65,"[23, 27, 31, 35, 39]"
signer7_sample2430,103,"[23, 28, 32, 36, 40, 45]"
signer7_sample2431,90,"[35, 40, 54]"
signer7_sample2432,130,"[19, 29, 45]"
signer7_sample2433,213,"[18, 32, 37]"
signer7_sample2434,194,"[36, 40]"
signer7_sample2435,112,"[22, 26, 30, 35, 39]"
signer7_sample2436,160,"[22, 36, 41]"
signer7_sample2437,58,"[21, 25, 49]"
signer7_sample2438,157,"[16, 23, 27, 31]"
signer7_sample2439,169,"[21, 26, 30]"
signer7_sample2440,118,"[45, 53]"
signer7_sample2441,21,[44]
signer7_sample2442,52,"[22, 30, 39]"
signer7_sample2443,75,"[20, 24, 28, 32, 36, 41]"
signer7_sample2444,186,"[14, 26]"
signer7_sample2445,18,"[21, 26, 32]"
signer7_sample2446,14,"[20, 25, 36]"
signer7_sample2447,35,"[17, 42]"
signer7_sample2448,121,"[21, 25, 29, 33, 37]"
signer7_sample2449,56,"[32, 36]"
signer7_sample2450,104,[39]
signer7_sample2451,110,"[29, 33, 41, 45]"
signer7_sample2452,38,"[21, 25, 29, 33, 37]"
signer7_sample2453,72,"[20, 26, 37]"
signer7_sample2454,59,"[20, 24, 28, 35, 39, 43]"
signer7_sample2455,89,"[20, 24, 31, 41, 47]"
signer7_sample2456,211,"[25, 32, 36]"
signer7_sample2457,181,"[20, 31, 35]"
signer7_sample2458,76,"[20, 24, 28, 35]"
signer7_sample2459,190,"[18, 22, 26, 30, 41]"
signer7_sample2460,64,"[22, 26, 30, 35]"
signer7_sample2461,70,"[29, 34]"
signer7_sample2462,72,"[20, 39]"
signer7_sample2463,107,"[22, 38]"
signer7_sample2464,115,[26]
signer7_sample2465,81,"[17, 24, 33]"
signer7_sample2466,8,"[21, 25, 29, 33, 38]"
signer7_sample2467,131,"[20, 24, 29]"
signer7_sample2468,106,"[21, 26, 31, 36]"
signer7_sample2469,94,[34]
signer7_sample2470,74,"[21, 25, 47, 51]"
signer7_sample2471,121,"[19, 23, 27, 32]"
signer7_sample2472,124,"[20, 34, 41, 45]"
signer7_sample2473,17,"[19, 23, 28, 32]"
signer7_sample2474,131,"[19, 26, 42]"
signer7_sample2475,66,"[19, 25, 32, 36]"
signer7_sample2476,145,"[17, 21, 27, 31, 35]"
signer7_sample2477,166,"[24, 30, 36, 41]"
signer7_sample2478,175,"[20, 24, 31]"
signer7_sample2479,68,"[34, 38]"
signer7_sample2480,50,"[21, 35, 39, 63]"
signer7_sample2481,24,"[20, 24, 32]"
signer7_sample2482,75,"[19, 23, 27, 31]"
signer7_sample2483,148,"[17, 21, 25, 30, 35, 39]"
signer7_sample2484,12,"[20, 39, 43]"
signer7_sample2485,67,"[20, 25, 34]"
signer7_sample2486,21,"[23, 29]"
signer7_sample2487,69,"[21, 25, 29, 33, 39]"
signer7_sample2488,14,"[21, 25, 39, 50]"
signer7_sample2489,163,"[21, 25, 48]"
signer7_sample2490,187,"[27, 35, 39, 43]"
signer7_sample2491,222,"[9, 18, 28, 37]"
signer7_sample2492,70,[30]
signer7_sample2493,98,"[23, 27, 31, 35, 39, 43]"
signer7_sample2494,176,"[23, 30, 40, 44]"
signer7_sample2495,222,"[10, 19, 29, 38]"
signer7_sample2496,19,"[16, 20, 24, 28, 35, 39]"
signer7_sample2497,157,"[23, 28]"
signer7_sample2498,76,"[20, 24, 28, 32, 37, 42]"
signer7_sample2499,108,"[38, 42]"
signer7_sample2500,26,"[22, 34, 42]"
signer7_sample2501,140,"[30, 46]"
signer7_sample2502,147,"[18, 29, 33]"
signer7_sample2503,69,"[21, 25, 30]"
signer7_sample2504,115,"[21, 53]"
signer7_sample2505,120,"[23, 28, 34, 38]"
signer7_sample2506,118,"[25, 44, 56, 64]"
signer7_sample2507,185,"[19, 27]"
signer7_sample2508,59,"[33, 37]"
signer7_sample2509,153,"[15, 19, 23, 38]"
signer7_sample2510,151,"[22, 26, 30]"
signer7_sample2511,69,"[23, 27]"
signer7_sample2512,114,"[16, 20, 24, 28, 36]"
signer7_sample2513,82,"[22, 26, 31]"
signer7_sample2514,20,"[20, 24, 28, 32, 38]"
signer7_sample2515,87,"[19, 24, 28, 37]"
signer7_sample2516,125,"[21, 28, 33]"
signer7_sample2517,93,"[21, 25, 29, 38]"
signer7_sample2518,166,"[16, 20, 25, 29, 34, 39]"
signer7_sample2519,142,"[22, 27, 32, 41]"
signer7_sample2520,223,"[32, 43]"
signer7_sample2521,139,"[21, 25, 29, 34, 38, 45]"
signer7_sample2522,67,[27]
signer7_sample2523,36,"[25, 29, 33, 37, 41, 45]"
signer7_sample2524,112,"[23, 28, 32, 37, 41]"
signer7_sample2525,162,"[17, 23, 27, 31, 36]"
signer7_sample2526,156,"[19, 25, 29, 33]"
signer7_sample2527,38,"[23, 27, 31, 35]"
signer7_sample2528,17,"[21, 25, 29, 33]"
signer7_sample2529,38,"[22, 27, 32, 37]"
signer7_sample2530,117,"[23, 27, 35, 39]"
signer7_sample2531,99,"[18, 27, 31, 35]"
signer7_sample2532,138,"[19, 28, 32, 36]"
signer7_sample2533,203,"[22, 32]"
signer7_sample2534,62,"[21, 25, 31, 35, 39]"
signer7_sample2535,190,"[19, 23, 27, 32]"
signer7_sample2536,166,"[18, 22, 26, 30]"
signer7_sample2537,119,"[21, 47]"
signer7_sample2538,61,"[19, 23, 28, 40, 44]"
signer7_sample2539,51,"[23, 30, 36, 40, 44]"
signer7_sample2540,52,"[20, 24, 28, 32, 36]"
signer7_sample2541,22,"[23, 27, 37]"
signer7_sample2542,168,"[24, 28, 32, 37]"
signer7_sample2543,190,"[20, 24, 30, 34, 38, 42, 47]"
signer7_sample2544,195,"[17, 21, 25, 29]"
signer7_sample2545,79,"[14, 35]"
signer7_sample2546,136,"[20, 24, 28, 36]"
signer7_sample2547,67,"[27, 36, 42]"
signer7_sample2548,181,"[19, 32, 36]"
signer7_sample2549,153,"[24, 28]"
signer7_sample2550,137,"[17, 25, 29, 33]"
signer7_sample2551,64,"[25, 29]"
signer7_sample2552,57,"[36, 40]"
signer7_sample2553,137,"[18, 24, 33]"
signer7_sample2554,213,"[20, 29]"
signer7_sample2555,73,"[25, 29, 36]"
signer7_sample2556,120,"[21, 25, 30, 34, 38]"
signer7_sample2557,33,"[14, 18, 47]"
signer7_sample2558,168,"[18, 24, 29]"
signer7_sample2559,110,"[29, 33, 37, 41, 47]"
signer7_sample2560,142,[41]
signer7_sample2561,47,"[28, 36]"
signer7_sample2562,87,"[17, 21, 25, 39, 43, 48]"
signer7_sample2563,203,"[24, 34, 38, 42]"
signer7_sample2564,6,[34]
signer7_sample2565,95,"[22, 28, 32, 36, 40, 44]"
signer7_sample2566,37,"[24, 28, 32]"
signer7_sample2567,26,"[21, 30, 34]"
signer7_sample2568,124,"[22, 26, 34, 39, 43]"
signer7_sample2569,209,"[16, 22, 26, 30, 34]"
signer7_sample2570,0,"[19, 23, 28, 39, 43, 47]"
signer7_sample2571,30,"[20, 30]"
signer7_sample2572,187,"[26, 31, 36, 40]"
signer7_sample2573,203,"[21, 31]"
signer7_sample2574,151,"[20, 25, 29]"
signer7_sample2575,55,"[20, 24, 28, 33]"
signer7_sample2576,152,"[19, 24, 31]"
signer7_sample2577,101,"[28, 33]"
signer7_sample2578,214,"[25, 30, 40, 44, 48]"
signer7_sample2579,224,"[22, 26, 30, 34]"
signer7_sample2580,114,"[19, 25, 29]"
signer7_sample2581,157,"[16, 24, 39]"
signer7_sample2582,22,"[24, 28, 32, 36, 40, 45]"
signer7_sample2583,48,"[22, 26, 30, 34, 38, 42, 46]"
signer7_sample2584,5,"[22, 27, 37]"
signer7_sample2585,98,"[20, 26, 30, 34, 38, 42]"
signer7_sample2586,134,[19]
signer7_sample2587,224,"[21, 25, 29, 33, 37, 41]"
signer7_sample2588,134,"[25, 29, 33, 38]"
signer7_sample2589,99,"[18, 27, 31]"
signer7_sample2590,99,"[18, 28, 32]"
signer7_sample2591,147,"[20, 29, 33, 37]"
signer7_sample2592,34,[33]
signer7_sample2593,199,"[18, 22, 26, 30]"
signer7_sample2594,222,"[10, 20, 29, 39]"
signer7_sample2595,132,"[33, 38]"
signer7_sample2596,32,"[26, 30, 34, 38]"
signer7_sample2597,205,"[19, 32]"
signer7_sample2598,8,"[22, 26, 30, 34]"
signer7_sample2599,147,"[18, 26, 30, 34]"
signer7_sample2600,3,"[17, 21, 36]"
signer7_sample2601,148,"[23, 27, 34, 39, 43]"
signer7_sample2602,100,"[17, 24, 36]"
signer7_sample2603,97,"[19, 28, 34, 38, 44]"
signer7_sample2604,156,"[21, 25, 29, 33, 37, 45]"
signer7_sample2605,36,"[21, 25, 29, 38]"
signer7_sample2606,84,"[20, 28, 37, 41]"
signer7_sample2607,82,"[23, 27, 31, 35, 40]"
signer7_sample2608,110,"[29, 33, 37, 41]"
signer7_sample2609,96,"[22, 27]"
signer7_sample2610,29,"[23, 29, 33, 37, 41]"
signer7_sample2611,2,"[22, 33, 41]"
signer7_sample2612,174,"[19, 26, 36, 43, 47]"
signer7_sample2613,222,[29]
signer7_sample2614,127,"[15, 19, 23, 27, 34]"
signer7_sample2615,137,"[15, 19, 23, 28, 34]"
signer7_sample2616,195,"[22, 29, 40]"
signer7_sample2617,101,"[28, 32]"
signer7_sample2618,179,"[21, 37, 41, 46]"
signer7_sample2619,89,"[18, 22, 33, 37]"
signer7_sample2620,36,"[22, 26, 30, 34, 38, 42, 46]"
signer7_sample2621,51,"[21, 25, 29, 33, 37]"
signer7_sample2622,44,"[19, 30, 34]"
signer7_sample2623,144,"[19, 34]"
signer7_sample2624,19,"[16, 22, 28, 36, 40]"
signer7_sample2625,140,[30]
signer7_sample2626,166,"[17, 22, 27, 31, 35]"
signer7_sample2627,83,"[13, 19, 45]"
signer7_sample2628,11,"[11, 22, 34, 45]"
signer7_sample2629,154,[21]
signer7_sample2630,153,"[17, 23, 43]"
signer7_sample2631,81,"[17, 28, 34]"
signer7_sample2632,151,"[23, 27, 31]"
signer7_sample2633,16,"[19, 24, 29, 33, 37]"
signer7_sample2634,193,"[23, 27, 31, 36, 40]"
signer7_sample2635,166,"[21, 25, 32, 36]"
signer7_sample2636,42,[28]
signer7_sample2637,190,"[20, 24, 28, 32]"
signer7_sample2638,146,"[21, 25, 32, 36]"
signer7_sample2639,30,"[21, 40]"
signer7_sample2640,197,"[21, 25, 31, 35, 39]"
signer7_sample2641,20,"[19, 23, 27, 31, 35]"
signer7_sample2642,54,"[20, 25, 29, 34]"
signer7_sample2643,225,"[19, 26, 30, 34]"
signer7_sample2644,138,"[26, 30]"
signer7_sample2645,96,[22]
signer7_sample2646,135,"[21, 26, 30, 34]"
signer7_sample2647,194,"[26, 35, 39, 44]"
signer7_sample2648,138,"[27, 31]"
signer7_sample2649,167,"[18, 35, 47]"
signer7_sample2650,185,"[18, 22, 30, 35]"
signer7_sample2651,103,"[17, 21, 27]"
signer7_sample2652,97,"[19, 34]"
signer7_sample2653,207,"[21, 34]"
signer7_sample2654,20,"[22, 26, 30, 34, 38]"
signer7_sample2655,62,"[20, 25, 29, 33, 37, 41, 53]"
signer7_sample2656,218,"[19, 24, 28, 46, 58]"
signer7_sample2657,158,"[18, 23, 27, 32]"
signer7_sample2658,53,"[21, 26, 30, 34, 38]"
signer7_sample2659,187,"[23, 29, 35, 40]"
signer7_sample2660,223,"[28, 40]"
signer7_sample2661,64,"[27, 31, 43]"
signer7_sample2662,30,"[18, 22, 31, 35]"
signer7_sample2663,120,"[23, 27, 31, 36, 40]"
signer7_sample2664,52,"[20, 24, 31, 35, 39]"
signer7_sample2665,113,"[17, 21, 31, 35]"
signer7_sample2666,135,"[21, 26, 32, 36]"
signer7_sample2667,4,"[21, 25, 37, 41, 71]"
signer7_sample2668,44,"[23, 35, 39]"
signer7_sample2669,159,"[17, 55]"
signer7_sample2670,51,"[21, 26, 33, 37, 41]"
signer7_sample2671,100,"[19, 23, 28]"
signer7_sample2672,74,"[22, 38, 49, 53]"
signer7_sample2673,93,[27]
signer7_sample2674,201,"[25, 29, 49]"
signer7_sample2675,15,"[16, 22, 26]"
signer7_sample2676,36,"[19, 23, 27, 31, 35, 39]"
signer7_sample2677,92,"[18, 29, 38, 43]"
signer7_sample2678,21,"[25, 44]"
signer7_sample2679,218,"[20, 24, 28, 42]"
signer7_sample2680,98,"[23, 27, 31, 35, 40, 44]"
signer7_sample2681,54,"[24, 28, 32]"
signer7_sample2682,15,"[15, 19, 23, 27]"
signer7_sample2683,13,"[22, 26, 31, 35]"
signer7_sample2684,198,"[24, 28, 32, 40, 44]"
signer7_sample2685,87,"[20, 27, 38]"
signer7_sample2686,34,[31]
signer7_sample2687,156,"[19, 23, 27, 31, 36, 40]"
signer7_sample2688,169,"[26, 30, 34]"
signer7_sample2689,105,"[24, 33, 37]"
signer7_sample2690,128,"[18, 22, 28, 33]"
signer7_sample2691,162,"[18, 22, 26, 30, 34]"
signer7_sample2692,51,"[23, 27, 31, 35]"
signer7_sample2693,202,"[18, 35]"
signer7_sample2694,124,"[19, 27, 32]"
signer7_sample2695,86,"[18, 31, 35, 39]"
signer7_sample2696,108,"[21, 39]"
signer7_sample2697,165,"[19, 23, 30, 34]"
signer8_sample1,120,"[22, 26, 30, 34, 38]"
signer8_sample2,66,"[17, 22]"
signer8_sample3,137,"[20, 24, 30]"
signer8_sample4,95,"[22, 27, 32, 36]"
signer8_sample5,36,"[19, 24, 37]"
signer8_sample6,214,"[22, 26, 30, 34, 44, 48, 52, 56]"
signer8_sample7,160,[20]
signer8_sample8,52,"[21, 25, 29, 33, 37]"
signer8_sample9,34,"[11, 22, 32, 43]"
signer8_sample10,104,"[20, 29, 33]"
signer8_sample11,201,"[21, 27, 42, 46, 50, 55]"
signer8_sample12,99,"[17, 24, 28, 32]"
signer8_sample13,94,"[22, 26, 30, 34]"
signer8_sample14,93,"[21, 25, 29, 33, 37]"
signer8_sample15,51,"[22, 26, 30]"
signer8_sample16,190,"[18, 22, 27, 31]"
signer8_sample17,82,"[26, 30, 35]"
signer8_sample18,196,"[20, 26]"
signer8_sample19,175,"[22, 26]"
signer8_sample20,214,"[22, 27, 31, 35, 47, 54]"
signer8_sample21,115,[17]
signer8_sample22,224,"[21, 25, 30]"
signer8_sample23,123,"[25, 30, 35]"
signer8_sample24,112,"[23, 27, 31]"
signer8_sample25,112,"[20, 24, 28]"
signer8_sample26,202,[22]
signer8_sample27,5,[25]
signer8_sample28,40,"[23, 29, 34]"
signer8_sample29,103,"[20, 25, 29]"
signer8_sample30,103,"[19, 23, 27]"
signer8_sample31,162,"[15, 19, 23]"
signer8_sample32,210,"[19, 24]"
signer8_sample33,170,"[20, 30, 34]"
signer8_sample34,168,"[18, 22, 26, 30]"
signer8_sample35,132,"[16, 32]"
signer8_sample36,174,"[19, 24, 36, 40]"
signer8_sample37,181,"[21, 25, 37]"
signer8_sample38,179,[31]
signer8_sample39,28,"[21, 25, 29, 41, 47]"
signer8_sample40,92,"[21, 31]"
signer8_sample41,140,"[12, 24, 37, 49]"
signer8_sample42,121,"[21, 27, 32]"
signer8_sample43,148,"[22, 27, 31]"
signer8_sample44,213,[25]
signer8_sample45,206,"[23, 27, 31, 36]"
signer8_sample46,117,"[22, 31]"
signer8_sample47,133,"[21, 25, 30, 34]"
signer8_sample48,72,"[20, 25]"
signer8_sample49,141,[18]
signer8_sample50,55,"[21, 25, 33]"
signer8_sample51,149,"[12, 24, 37, 49]"
signer8_sample52,113,"[16, 20, 24, 30, 48]"
signer8_sample53,205,"[21, 26, 30]"
signer8_sample54,73,"[27, 31]"
signer8_sample55,69,"[22, 26, 31]"
signer8_sample56,40,"[31, 36]"
signer8_sample57,213,"[27, 31]"
signer8_sample58,65,"[17, 21]"
signer8_sample59,50,"[19, 35]"
signer8_sample60,209,"[22, 26]"
signer8_sample61,191,"[29, 35]"
signer8_sample62,43,"[26, 32, 40]"
signer8_sample63,12,[22]
signer8_sample64,44,"[20, 26, 31, 36]"
signer8_sample65,66,"[19, 23]"
signer8_sample66,4,"[18, 22, 26, 31, 47, 51, 55]"
signer8_sample67,135,"[20, 26, 30]"
signer8_sample68,183,"[20, 24, 28, 34]"
signer8_sample69,66,"[17, 22, 26, 30]"
signer8_sample70,191,"[12, 24, 37, 49]"
signer8_sample71,27,"[20, 31]"
signer8_sample72,87,"[20, 24, 28]"
signer8_sample73,75,"[21, 25, 29]"
signer8_sample74,48,"[18, 22, 27, 31, 35, 39]"
signer8_sample75,67,"[18, 22, 27]"
signer8_sample76,139,"[21, 26, 30, 34]"
signer8_sample77,65,"[22, 26]"
signer8_sample78,54,"[22, 30]"
signer8_sample79,0,"[18, 22, 29, 42, 46]"
signer8_sample80,44,"[21, 28, 32]"
signer8_sample81,175,"[20, 25, 29]"
signer8_sample82,161,"[22, 26, 32]"
signer8_sample83,84,"[20, 24]"
signer8_sample84,110,"[33, 38, 43, 47, 51]"
signer8_sample85,155,[26]
signer8_sample86,121,"[19, 23, 28, 32]"
signer8_sample87,48,"[18, 22, 26, 43]"
signer8_sample88,108,[26]
signer8_sample89,68,[27]
signer8_sample90,132,"[30, 34]"
signer8_sample91,110,"[21, 26, 30, 34]"
signer8_sample92,163,"[22, 26, 30, 34]"
signer8_sample93,222,"[23, 34]"
signer8_sample94,85,"[21, 29]"
signer8_sample95,94,"[20, 25, 29, 33, 37]"
signer8_sample96,71,"[19, 24, 28]"
signer8_sample97,70,[25]
signer8_sample98,117,"[19, 23, 27, 31]"
signer8_sample99,62,"[22, 27, 32, 36, 40]"
signer8_sample100,12,[37]
signer8_sample101,128,"[19, 23]"
signer8_sample102,155,"[24, 42]"
signer8_sample103,170,"[23, 31, 35]"
signer8_sample104,26,"[21, 26, 33, 41, 47]"
signer8_sample105,71,"[20, 24, 28, 32]"
signer8_sample106,74,[20]
signer8_sample107,113,"[17, 21, 25, 29, 33, 37]"
signer8_sample108,115,"[18, 25, 30, 46, 52]"
signer8_sample109,4,"[20, 25, 29, 45]"
signer8_sample110,76,"[17, 21, 26, 30]"
signer8_sample111,116,"[18, 22, 26, 30, 34]"
signer8_sample112,83,"[18, 37]"
signer8_sample113,206,"[22, 26, 30]"
signer8_sample114,97,"[21, 25, 29, 38]"
signer8_sample115,213,[26]
signer8_sample116,130,"[19, 23, 36, 48]"
signer8_sample117,56,[33]
signer8_sample118,31,"[25, 32, 38]"
signer8_sample119,143,"[23, 27, 31, 36]"
signer8_sample120,119,"[23, 28, 52]"
signer8_sample121,20,"[20, 25, 29, 33, 37]"
signer8_sample122,218,"[19, 24, 28, 50, 58]"
signer8_sample123,208,[21]
signer8_sample124,49,"[26, 31, 37, 43, 48]"
signer8_sample125,126,"[9, 17, 26, 34]"
signer8_sample126,215,[32]
signer8_sample127,148,"[23, 30, 34]"
signer8_sample128,128,"[16, 20, 24, 28]"
signer8_sample129,34,"[11, 21, 32, 42]"
signer8_sample130,170,"[25, 40, 44]"
signer8_sample131,12,[31]
signer8_sample132,175,"[22, 26, 30]"
signer8_sample133,182,"[9, 19, 28, 38]"
signer8_sample134,194,[38]
signer8_sample135,54,"[21, 25]"
signer8_sample136,100,"[20, 25, 30]"
signer8_sample137,79,"[23, 27, 37]"
signer8_sample138,64,[22]
signer8_sample139,182,[22]
signer8_sample140,193,"[21, 25]"
signer8_sample141,201,"[23, 27, 31, 51, 55, 59]"
signer8_sample142,10,"[15, 19, 23, 32]"
signer8_sample143,168,"[19, 23, 27, 31]"
signer8_sample144,139,"[20, 24, 28]"
signer8_sample145,135,"[19, 23, 27]"
signer8_sample146,56,"[22, 26, 36]"
signer8_sample147,99,"[18, 25, 32]"
signer8_sample148,122,"[9, 13, 20]"
signer8_sample149,115,"[26, 43, 50]"
